cpu0,cpu1,cpu2,cpu3,memory_used,memory_percent,timestamp
15.0,9.1,8.3,96.0,4035510272,51.1,1747376928.843132
13.1,8.0,15.7,94.9,4035489792,51.1,1747376929.845786
19.2,3.1,10.2,96.0,4036104192,51.1,1747376930.846829
16.0,10.9,10.9,94.9,4034568192,51.1,1747376931.848264
15.0,10.2,17.0,96.0,4035084288,51.1,1747376932.849717
12.2,5.0,13.3,95.0,4034301952,51.1,1747376933.850981
14.0,10.0,10.2,95.0,4034564096,51.1,1747376934.852227
18.4,15.2,12.5,96.0,4034564096,51.1,1747376935.853352
70.7,14.1,17.6,26.8,4032204800,51.1,1747376936.854468
49.5,65.3,16.5,5.9,4032442368,51.1,1747376937.855614
2.0,95.0,12.2,13.1,4032692224,51.1,1747376938.857203
6.1,60.0,12.1,50.5,4032700416,51.1,1747376939.858762
68.3,5.1,19.0,44.4,4033212416,51.1,1747376940.85989
25.7,73.3,15.3,11.2,4032950272,51.1,1747376941.861289
5.0,94.9,14.4,19.2,4033982464,51.1,1747376942.862901
3.0,95.0,16.0,16.3,4034224128,51.1,1747376943.864479
7.1,96.0,7.3,11.0,4034220032,51.1,1747376944.865764
10.2,95.0,13.9,22.0,4033941504,51.1,1747376945.86739
16.8,95.0,8.4,10.1,4035502080,51.1,1747376946.868926
18.6,95.0,13.7,2.0,4036009984,51.1,1747376947.870212
15.2,95.0,15.3,8.0,4036005888,51.1,1747376948.871426
13.3,82.0,28.4,6.1,4035227648,51.1,1747376949.872523
14.0,24.7,73.7,16.8,4035219456,51.1,1747376950.873772
13.3,95.0,8.9,18.4,4034961408,51.1,1747376951.874992
14.1,94.9,6.3,13.0,4035469312,51.1,1747376952.876212
14.0,95.0,2.0,20.2,4035727360,51.1,1747376953.877432
12.1,95.0,5.0,18.2,4035645440,51.1,1747376954.878618
12.2,96.0,10.0,16.0,4036419584,51.1,1747376955.879675
12.1,96.0,2.1,18.0,4035899392,51.1,1747376956.880753
10.2,95.0,13.1,18.0,4035870720,51.1,1747376957.882708
4.1,96.0,9.1,16.2,4035604480,51.1,1747376958.884246
4.1,95.9,9.2,20.0,4035600384,51.1,1747376959.886746
7.2,95.0,16.3,17.0,4035911680,51.1,1747376960.888309
3.1,95.0,14.1,11.1,4035334144,51.1,1747376961.889672
18.4,95.9,15.2,9.3,4035846144,51.1,1747376962.89087
16.3,93.1,16.0,5.1,4035584000,51.1,1747376963.89317
5.0,10.9,43.6,67.0,4035579904,51.1,1747376964.894253
12.1,17.2,22.0,96.0,4035317760,51.1,1747376965.895318
5.1,13.0,14.0,96.0,4035055616,51.1,1747376966.89639
15.5,12.9,63.3,45.5,4035825664,51.1,1747376967.897898
8.2,14.1,95.0,12.0,4035563520,51.1,1747376968.899155
10.3,3.1,95.0,11.9,4035559424,51.1,1747376969.900683
14.1,11.9,92.0,19.2,4036075520,51.1,1747376970.902483
12.4,10.2,14.9,95.0,4035813376,51.1,1747376971.9044
15.3,8.0,14.1,94.9,4035813376,51.1,1747376972.906655
8.5,11.2,13.0,95.0,4035280896,51.1,1747376973.908227
10.2,11.9,12.9,95.9,4035272704,51.1,1747376974.90937
10.1,14.1,36.4,75.0,4036055040,51.1,1747376975.910505
38.1,12.2,70.7,10.8,4036288512,51.1,1747376976.911635
95.0,20.2,6.1,9.4,4036800512,51.1,1747376977.91263
96.0,17.2,13.0,2.0,4036034560,51.1,1747376978.914199
42.0,20.0,12.9,56.4,4036026368,51.1,1747376979.917683
77.0,32.0,10.4,8.9,4036800512,51.1,1747376980.918834
4.0,65.7,12.1,49.0,4035772416,51.1,1747376981.919906
8.2,63.6,18.0,48.5,4035764224,51.1,1747376982.921306
3.1,94.9,14.3,12.9,4035493888,51.1,1747376983.922832
11.0,96.0,7.3,17.2,4035731456,51.1,1747376984.924287
10.2,94.9,12.2,22.2,4037017600,51.1,1747376985.925804
6.0,95.1,16.0,12.0,4036759552,51.1,1747376986.928964
16.0,96.0,21.0,8.2,4036755456,51.1,1747376987.930957
11.2,96.0,13.1,9.1,4036800512,51.1,1747376988.932465
14.9,95.0,15.3,2.0,4036747264,51.1,1747376989.934054
20.0,95.0,14.3,12.2,4037255168,51.1,1747376990.935763
17.6,96.0,8.3,8.0,4037255168,51.1,1747376991.940262
13.1,94.1,11.3,14.7,4037500928,51.1,1747376992.941467
13.1,95.0,10.4,13.7,4037238784,51.1,1747376993.942652
13.0,96.0,3.1,11.9,4037242880,51.1,1747376994.943699
18.4,95.0,18.8,10.3,4037206016,51.1,1747376995.944755
15.8,96.0,12.4,9.3,4035190784,51.1,1747376996.945852
14.1,95.0,10.9,13.3,4036214784,51.1,1747376997.94705
12.2,95.0,11.2,12.9,4035432448,51.1,1747376998.948455
7.2,95.0,26.7,1.0,4035428352,51.1,1747376999.949727
13.5,95.0,15.5,10.0,4035940352,51.1,1747377000.950935
4.1,95.0,18.0,13.3,4035682304,51.1,1747377001.952239
11.1,85.7,25.3,17.2,4035928064,51.1,1747377002.953607
6.1,8.8,96.0,16.2,4036182016,51.1,1747377003.954836
20.4,7.0,91.0,10.2,4036182016,51.1,1747377004.955979
16.8,10.1,94.9,20.4,4036435968,51.1,1747377005.959035
46.4,12.5,62.4,9.9,4036423680,51.1,1747377006.960513
46.0,13.3,63.0,15.2,4036657152,51.1,1747377007.962067
34.3,14.0,70.0,10.1,4036395008,51.1,1747377008.963248
12.1,11.1,74.5,30.3,4036395008,51.1,1747377009.964276
15.0,20.0,95.0,10.0,4037165056,51.1,1747377010.965333
13.0,12.2,96.0,2.0,4036640768,51.1,1747377011.96658
13.9,15.6,94.1,12.0,4037414912,51.1,1747377012.967968
12.2,12.1,95.0,14.0,4037152768,51.1,1747377013.969072
11.2,5.9,95.0,11.9,4037148672,51.1,1747377014.970292
40.0,23.2,73.7,7.1,4037918720,51.1,1747377015.971409
96.0,19.0,12.1,4.0,4037398528,51.1,1747377016.972464
39.0,10.3,17.8,65.0,4037910528,51.1,1747377017.973565
96.0,16.2,12.1,4.1,4037906432,51.1,1747377018.974839
96.0,4.0,12.2,10.9,4037644288,51.1,1747377019.975891
96.0,14.6,17.2,7.2,4037591040,51.1,1747377020.977023
94.9,13.9,19.0,5.9,4037349376,51.1,1747377021.978233
95.0,9.4,15.2,7.1,4036829184,51.1,1747377022.979657
96.0,4.1,16.2,14.9,4036562944,51.1,1747377023.980823
96.0,6.0,17.0,8.3,4036820992,51.1,1747377024.981911
94.0,5.2,18.0,17.8,4037181440,51.1,1747377025.983078
95.0,8.9,18.2,12.1,4034748416,51.1,1747377026.984239
96.0,8.2,18.2,14.9,4036022272,51.1,1747377027.985689
70.3,5.1,38.0,13.0,4036018176,51.1,1747377028.986817
60.0,9.3,48.5,10.2,4036014080,51.1,1747377029.987889
65.7,23.5,40.0,10.0,4036521984,51.1,1747377030.989319
96.0,12.9,13.1,4.1,4036476928,51.1,1747377031.990628
96.0,13.1,16.3,10.0,4036218880,51.1,1747377032.991738
96.0,7.2,17.8,3.1,4035698688,51.1,1747377033.992894
95.0,14.3,11.1,6.2,4035956736,51.1,1747377034.9943
88.1,23.2,15.0,17.0,4035948544,51.1,1747377035.995545
95.0,14.0,0.0,14.0,4034916352,51.1,1747377036.99669
96.0,20.0,7.8,16.8,4035854336,51.1,1747377037.997825
95.1,21.6,3.1,10.3,4036096000,51.1,1747377038.998958
94.9,13.1,4.0,11.2,4036108288,51.1,1747377040.000082
70.7,29.3,13.0,26.3,4036866048,51.1,1747377041.001141
2.0,95.0,14.3,19.0,4036091904,51.1,1747377042.002149
12.0,96.0,13.0,15.2,4037632000,51.1,1747377043.005698
16.3,39.6,66.3,7.2,4037070848,51.1,1747377044.006843
57.0,10.3,41.6,19.0,4037066752,51.1,1747377045.008331
7.0,14.1,95.0,20.2,4037582848,51.1,1747377046.009928
18.2,12.1,86.9,16.8,4036636672,51.1,1747377047.011412
14.0,12.1,84.8,18.6,4036583424,51.1,1747377048.012974
16.0,13.7,90.9,10.3,4036833280,51.1,1747377049.014154
32.7,45.5,36.4,16.8,4037083136,51.1,1747377050.015191
8.2,43.4,66.0,15.8,4038627328,51.1,1747377051.016205
67.7,22.8,27.3,12.1,4038111232,51.1,1747377052.017288
95.0,18.0,12.7,13.1,4037853184,51.1,1747377053.018772
96.0,12.1,9.3,5.1,4037849088,51.1,1747377054.020284
95.0,12.9,9.2,10.3,4037844992,51.1,1747377055.02142
94.1,17.2,13.1,18.2,4038123520,51.1,1747377056.02266
96.0,13.9,14.0,7.1,4037521408,51.1,1747377057.02392
95.0,13.1,13.0,14.4,4038041600,51.1,1747377058.025764
96.0,12.1,11.9,7.1,4037263360,51.1,1747377059.026945
95.0,12.1,12.0,6.2,4036485120,51.1,1747377060.0285
96.0,4.1,18.4,15.3,4037222400,51.1,1747377061.030128
95.1,4.0,12.2,12.2,4036706304,51.1,1747377062.031821
96.0,10.3,13.0,15.2,4036694016,51.1,1747377063.033123
95.0,12.1,12.9,14.9,4036677632,51.1,1747377064.034622
96.0,4.1,11.1,13.0,4036698112,51.1,1747377065.035769
95.0,14.1,17.2,15.0,4037464064,51.1,1747377066.037326
96.0,10.1,14.0,12.1,4037185536,51.1,1747377067.038942
95.0,9.9,19.4,9.2,4037443584,51.1,1747377068.040506
96.0,17.0,12.2,4.1,4037439488,51.1,1747377069.04181
86.6,15.3,23.8,5.0,4037439488,51.1,1747377070.04309
94.1,14.1,13.0,6.2,4038209536,51.1,1747377071.044222
43.4,18.6,14.9,58.0,4037693440,51.1,1747377072.045675
4.0,16.0,16.8,95.0,4037431296,51.1,1747377073.046824
3.1,17.3,13.0,97.0,4037169152,51.1,1747377074.048292
3.0,17.2,12.9,95.0,4037152768,51.1,1747377075.049869
22.2,11.2,49.5,49.0,4037914624,51.1,1747377076.052795
14.0,11.1,12.0,95.0,4037922816,51.1,1747377077.054814
39.6,13.3,10.2,71.7,4038156288,51.1,1747377078.056046
70.0,11.2,41.0,4.0,4037894144,51.1,1747377079.057219
94.1,17.3,13.3,3.0,4037898240,51.1,1747377080.05834
9.0,96.0,21.6,6.2,4037894144,51.1,1747377081.059343
9.2,95.0,14.1,4.0,4037890048,51.1,1747377082.060404
16.3,15.2,81.6,22.0,4038144000,51.1,1747377083.061741
16.3,13.9,93.9,7.0,4038135808,51.1,1747377084.063346
9.0,16.8,12.9,96.0,4041490432,51.2,1747377085.06486
10.3,20.0,12.2,97.0,4042772480,51.2,1747377086.066447
55.4,17.8,9.4,39.4,4042514432,51.2,1747377087.067654
96.0,17.2,12.2,9.0,4041220096,51.2,1747377088.068907
28.6,71.0,14.9,18.4,4040953856,51.2,1747377089.070408
12.7,95.0,4.1,12.9,4040949760,51.2,1747377090.071858
10.2,96.0,5.3,20.2,4041707520,51.2,1747377091.073365
10.2,95.9,6.2,19.6,4041154560,51.2,1747377092.074941
12.1,95.0,11.1,10.1,4041924608,51.2,1747377093.076051
14.0,94.9,5.1,19.2,4041654272,51.2,1747377094.077151
7.0,77.5,10.2,38.8,4041650176,51.2,1747377095.078745
8.1,95.0,12.4,16.2,4041134080,51.2,1747377096.080288
5.1,95.0,15.0,17.2,4041641984,51.2,1747377097.081462
5.2,96.0,15.2,18.8,4041383936,51.2,1747377098.082599
12.1,94.9,7.1,12.0,4040855552,51.2,1747377099.084019
15.7,96.0,8.2,10.3,4040851456,51.2,1747377100.085644
15.3,96.0,15.0,3.0,4040826880,51.2,1747377101.087359
14.9,95.0,12.4,7.2,4040540160,51.2,1747377102.088937
14.1,95.0,14.3,13.1,4041064448,51.2,1747377103.090656
15.7,94.9,12.2,5.9,4038373376,51.1,1747377104.092154
13.0,79.2,13.1,22.7,4038623232,51.1,1747377105.093809
22.0,96.0,12.7,14.1,4040953856,51.2,1747377106.095334
18.8,95.0,4.0,6.2,4040687616,51.2,1747377107.096818
17.0,96.0,11.0,15.2,4040945664,51.2,1747377108.098006
