cpu0,cpu1,cpu2,cpu3,memory_used,memory_percent,timestamp
3.0,2.0,6.1,11.9,3422384128,43.6,1747368826.307098
3.0,3.0,6.1,15.0,3421609984,43.6,1747368827.309334
8.0,4.0,16.3,8.1,3421605888,43.6,1747368828.311004
9.0,13.0,9.1,4.9,3420614656,43.6,1747368829.312122
4.1,2.0,17.5,6.1,3421859840,43.6,1747368830.313329
1.0,2.0,10.9,3.0,3421450240,43.6,1747368831.314412
3.0,3.0,0.0,15.0,3421339648,43.6,1747368832.315348
3.9,17.2,1.0,7.0,3421339648,43.6,1747368833.316945
4.0,3.9,11.1,0.0,3421339648,43.6,1747368834.318078
6.1,3.0,15.0,7.0,3421184000,43.6,1747368835.319097
3.0,2.0,10.2,2.0,3421085696,43.6,1747368836.320114
18.0,3.0,2.0,3.0,3421343744,43.6,1747368837.321051
15.0,4.0,0.0,3.0,3421343744,43.6,1747368838.322722
15.3,3.1,0.0,1.0,3421085696,43.6,1747368839.324126
19.8,4.0,5.1,4.0,3422224384,43.6,1747368840.325643
6.9,3.0,12.9,4.0,3421859840,43.6,1747368841.326672
0.0,3.0,10.0,1.0,3421859840,43.6,1747368842.327613
0.0,6.1,10.1,3.0,3421859840,43.6,1747368843.328579
1.0,8.0,11.0,2.0,3421843456,43.6,1747368844.330268
5.1,5.0,9.9,14.1,3422830592,43.6,1747368845.331466
1.0,7.0,2.0,11.9,3422359552,43.6,1747368846.332418
6.0,4.0,1.0,15.0,3421327360,43.6,1747368847.333458
1.0,1.0,3.0,10.0,3421327360,43.6,1747368848.334542
1.0,1.0,12.0,6.9,3420807168,43.6,1747368849.335496
6.1,5.1,17.6,9.1,3422359552,43.6,1747368850.336444
2.0,2.0,12.0,6.9,3422183424,43.6,1747368851.337398
1.0,11.1,0.0,5.1,3422101504,43.6,1747368852.338417
2.0,11.0,2.0,0.0,3421581312,43.6,1747368853.339371
0.0,10.1,3.0,5.1,3421315072,43.6,1747368854.34033
8.0,4.9,21.4,8.0,3420024832,43.6,1747368855.341345
2.0,2.0,13.0,1.0,3418734592,43.6,1747368856.342463
2.0,2.9,19.0,3.0,3418734592,43.6,1747368857.343409
1.0,0.0,15.0,2.0,3418734592,43.6,1747368858.344339
2.0,0.0,10.0,3.0,3418730496,43.6,1747368859.345278
6.1,5.0,19.2,3.0,3420020736,43.6,1747368860.346746
5.0,13.0,16.0,4.0,3418791936,43.6,1747368861.347918
1.0,14.9,2.0,0.0,3418722304,43.6,1747368862.34887
3.0,9.1,7.8,0.0,3418722304,43.6,1747368863.349858
11.9,0.0,0.0,2.0,3418718208,43.6,1747368864.350807
4.0,6.1,20.0,3.0,3419406336,43.6,1747368865.351756
5.1,1.0,12.1,2.0,3418464256,43.6,1747368866.354068
3.0,2.0,14.0,2.0,3418464256,43.6,1747368867.355763
7.0,2.0,16.2,2.0,3418464256,43.6,1747368868.357156
6.0,4.9,10.0,2.0,3418451968,43.6,1747368869.358293
2.0,4.0,15.0,4.1,3420000256,43.6,1747368870.359355
7.1,2.0,9.2,3.0,3420000256,43.6,1747368871.360454
7.0,3.0,10.0,1.0,3419996160,43.6,1747368872.362818
1.0,16.0,3.0,4.0,3420000256,43.6,1747368873.364428
6.1,2.0,13.1,4.0,3420250112,43.6,1747368874.365758
9.0,15.0,8.0,3.0,3419811840,43.6,1747368875.366846
3.0,11.0,1.0,0.0,3419992064,43.6,1747368876.367934
9.0,13.1,3.0,5.9,3419992064,43.6,1747368877.369887
1.0,11.1,3.0,1.0,3419992064,43.6,1747368878.371973
10.9,10.9,1.0,4.0,3419717632,43.6,1747368879.373232
9.1,12.0,8.1,3.1,3421761536,43.6,1747368880.374415
4.0,10.1,1.0,3.0,3420778496,43.6,1747368881.37535
7.1,10.0,0.0,1.0,3420725248,43.6,1747368882.376306
6.1,10.0,1.0,2.0,3420708864,43.6,1747368883.377264
1.0,12.1,1.0,2.0,3420696576,43.6,1747368884.378279
11.9,6.1,5.1,13.3,3421466624,43.6,1747368885.379274
7.9,1.0,11.0,4.0,3421577216,43.6,1747368886.38026
0.0,2.0,11.1,2.0,3421470720,43.6,1747368887.381298
5.1,2.0,10.0,3.0,3421470720,43.6,1747368888.382315
6.1,1.0,12.0,1.0,3421720576,43.6,1747368889.386055
5.0,4.1,14.0,13.7,3422748672,43.6,1747368890.387323
7.1,3.0,10.0,4.0,3422334976,43.6,1747368891.388257
1.0,2.0,10.9,1.0,3422224384,43.6,1747368892.389939
7.0,3.0,9.2,0.0,3422228480,43.6,1747368893.390977
6.1,4.0,11.9,1.0,3422068736,43.6,1747368894.391927
5.1,10.9,17.2,5.9,3423375360,43.6,1747368895.392931
5.0,3.0,16.2,2.1,3423256576,43.6,1747368896.393989
2.0,1.0,16.0,3.0,3423268864,43.6,1747368897.395439
1.0,2.9,13.0,4.0,3422752768,43.6,1747368898.396707
0.0,1.0,16.0,3.0,3422736384,43.6,1747368899.39841
5.0,3.0,17.8,6.1,3423875072,43.6,1747368900.400936
2.0,2.0,14.9,3.0,3422740480,43.6,1747368901.402311
4.1,2.0,12.0,2.0,3422740480,43.6,1747368902.403246
6.1,2.0,11.0,1.0,3422744576,43.6,1747368903.404261
3.9,2.0,11.0,2.0,3422744576,43.6,1747368904.40669
7.1,5.0,14.9,5.0,3423002624,43.6,1747368905.407881
5.1,3.0,12.1,2.0,3422334976,43.6,1747368906.409086
3.0,2.0,15.2,1.0,3422588928,43.6,1747368907.410476
6.1,3.0,13.0,0.0,3421962240,43.6,1747368908.412153
1.0,2.0,10.2,1.0,3422470144,43.6,1747368909.413455
10.0,3.0,14.0,3.0,3423567872,43.6,1747368910.414981
4.1,3.1,11.1,3.0,3422740480,43.6,1747368911.416851
3.9,3.0,15.8,1.0,3422740480,43.6,1747368912.419808
15.2,3.0,1.0,1.0,3422740480,43.6,1747368913.421132
15.0,2.0,0.0,3.0,3423506432,43.6,1747368914.422373
12.9,3.0,3.0,6.1,3423629312,43.6,1747368915.423576
2.0,3.9,10.2,7.0,3423232000,43.6,1747368916.425108
2.0,2.0,11.9,12.0,3423227904,43.6,1747368917.426292
2.0,1.0,6.1,10.0,3423244288,43.6,1747368918.427402
5.9,3.0,2.0,15.2,3424010240,43.6,1747368919.430214
7.0,6.0,5.0,13.9,3424239616,43.7,1747368920.433027
2.0,12.1,2.0,4.0,3422978048,43.6,1747368921.434299
6.2,15.8,8.1,6.1,3417174016,43.6,1747368922.43716
3.0,15.2,4.0,0.0,3417051136,43.6,1747368923.44008
1.0,10.1,6.0,7.9,3419205632,43.6,1747368924.441615
3.0,14.1,4.0,7.0,3421937664,43.6,1747368925.442839
2.0,10.0,3.0,0.0,3421421568,43.6,1747368926.44406
3.9,9.1,3.9,7.0,3421417472,43.6,1747368927.445328
19.2,25.0,8.2,16.8,3421143040,43.6,1747368928.446758
6.1,9.9,5.0,3.0,3420876800,43.6,1747368929.449175
5.1,12.0,5.0,6.1,3422019584,43.6,1747368930.450954
2.0,10.1,2.0,7.0,3421462528,43.6,1747368931.452729
11.0,2.0,4.0,2.0,3421634560,43.6,1747368932.455339
7.0,1.0,4.0,15.3,3421892608,43.6,1747368933.457655
6.0,3.0,6.1,10.0,3422511104,43.6,1747368934.459596
5.1,7.9,6.0,15.0,3421700096,43.6,1747368935.461853
6.1,1.0,2.0,10.9,3420332032,43.6,1747368936.463673
2.0,0.0,2.0,9.1,3420336128,43.6,1747368937.465384
7.1,1.0,5.9,12.1,3420594176,43.6,1747368938.467426
8.1,3.0,13.7,11.1,3421478912,43.6,1747368939.471145
7.0,2.0,13.0,1.0,3422904320,43.6,1747368940.472396
6.1,0.0,11.1,3.9,3421614080,43.6,1747368941.473725
6.1,3.0,12.7,0.0,3421614080,43.6,1747368942.474946
16.8,15.3,7.1,4.0,3423387648,43.6,1747368943.47681
17.0,95.0,8.2,16.3,3423481856,43.6,1747368944.478213
13.9,4.0,10.2,17.0,3423633408,43.6,1747368945.479349
3.9,1.0,1.0,10.1,3422707712,43.6,1747368946.480595
7.0,0.0,4.0,11.0,3422601216,43.6,1747368947.481965
6.1,1.0,1.0,13.0,3421425664,43.6,1747368948.483297
5.0,5.0,10.9,12.0,3422076928,43.6,1747368949.486758
8.0,7.0,13.1,8.1,3421663232,43.6,1747368950.4882
4.0,1.0,11.1,1.0,3420782592,43.6,1747368951.48962
7.1,2.0,1.0,9.8,3418796032,43.6,1747368952.49137
16.0,1.0,2.0,1.0,3418763264,43.6,1747368953.492489
6.0,3.0,9.2,1.0,3419549696,43.6,1747368954.494071
15.2,3.0,15.7,2.0,3420925952,43.6,1747368955.495181
17.2,2.0,2.0,1.0,3420409856,43.6,1747368956.496186
9.1,3.0,2.0,1.0,3419529216,43.6,1747368957.498436
18.8,1.0,0.0,1.0,3419529216,43.6,1747368958.50028
15.0,2.0,3.0,4.1,3420286976,43.6,1747368959.502228
19.0,4.1,4.0,2.0,3421523968,43.6,1747368960.504173
15.3,3.0,3.0,3.0,3421302784,43.6,1747368961.505721
6.9,9.1,1.0,1.0,3421302784,43.6,1747368962.508698
3.0,11.9,3.0,1.0,3420536832,43.6,1747368963.509992
5.2,10.1,2.0,5.0,3421052928,43.6,1747368964.511028
5.0,14.0,5.0,2.0,3420954624,43.6,1747368965.512813
7.0,18.0,3.0,1.0,3420766208,43.6,1747368966.515007
6.0,10.8,3.0,1.0,3420786688,43.6,1747368967.516622
0.0,12.1,1.0,2.9,3420786688,43.6,1747368968.518148
8.1,11.0,2.0,3.1,3421360128,43.6,1747368969.519775
9.9,3.0,11.1,5.1,3422695424,43.6,1747368970.520937
3.0,10.1,6.1,4.0,3421798400,43.6,1747368971.523146
6.1,16.0,3.0,1.0,3421794304,43.6,1747368972.524652
6.1,9.1,4.0,2.0,3421810688,43.6,1747368973.525776
2.0,13.9,4.0,1.0,3422322688,43.6,1747368974.526918
7.1,11.0,2.1,5.1,3422322688,43.6,1747368975.528058
7.9,10.0,3.9,3.0,3421564928,43.6,1747368976.529117
3.1,12.9,3.0,2.0,3421540352,43.6,1747368977.531068
6.1,11.1,2.0,9.1,3421536256,43.6,1747368978.532465
3.0,3.0,5.9,11.0,3422154752,43.6,1747368979.534339
6.1,9.1,6.1,3.1,3422990336,43.6,1747368980.535414
6.9,10.9,5.0,2.0,3421847552,43.6,1747368981.537955
1.0,10.9,3.0,1.0,3421011968,43.6,1747368982.539346
10.1,3.0,5.0,8.9,3421011968,43.6,1747368983.540579
6.1,4.0,4.0,10.1,3420856320,43.6,1747368984.542175
4.0,3.0,3.0,14.9,3421519872,43.6,1747368985.54368
5.1,0.0,3.0,10.0,3421261824,43.6,1747368986.54517
7.8,1.0,3.0,11.0,3421261824,43.6,1747368987.546426
2.0,3.0,3.0,12.1,3421261824,43.6,1747368988.549041
9.1,4.0,4.0,16.8,3421057024,43.6,1747368989.55117
11.0,1.0,12.0,4.0,3421696000,43.6,1747368990.552258
3.0,11.0,2.0,1.0,3421356032,43.6,1747368991.553263
9.0,3.0,9.0,1.0,3419275264,43.6,1747368992.555183
5.9,0.0,2.0,10.0,3419275264,43.6,1747368993.557835
12.0,14.9,8.2,12.1,3421085696,43.6,1747368994.559316
11.2,4.0,8.1,3.0,3421843456,43.6,1747368995.560523
11.9,2.0,2.0,2.0,3421085696,43.6,1747368996.561779
10.1,1.0,7.9,3.0,3420553216,43.6,1747368997.562985
13.1,2.9,8.0,2.0,3420553216,43.6,1747368998.564142
11.1,8.1,2.1,4.1,3421315072,43.6,1747368999.565243
17.3,3.0,9.0,3.0,3422601216,43.6,1747369000.566364
15.0,4.1,10.0,6.0,3419746304,43.6,1747369001.567464
12.9,2.0,2.0,2.0,3419701248,43.6,1747369002.568538
10.1,3.0,6.0,3.0,3418927104,43.6,1747369003.569629
9.0,6.1,10.0,2.0,3418394624,43.6,1747369004.571303
5.0,11.0,9.2,4.0,3418689536,43.6,1747369005.572565
6.1,1.0,12.7,3.0,3418656768,43.6,1747369006.573664
4.0,2.0,2.0,7.1,3418652672,43.6,1747369007.574885
3.0,2.0,6.9,14.0,3418910720,43.6,1747369008.575961
